CUSTKEY,NAME,ADDRESS,NATIONKEY,PHONE,ACCTBAL,MKTSEGMENT,COMMENT,ORDERKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,PARTKEY,SUPPKEY,LINENUMBER,QUANTITY,EXTENDEDPRICE,DISCOUNT,TAX,RETURNFLAG,LINESTATUS,SHIPDATE,COMMITDATE,RECEIPTDATE,SHIPINSTRUCT,SHIPMODE,REVENUE1,REVENUE2,REGIONKEY,REGION_NAME,REGION_COMMENT
1771,Customer#000001771,evmQypmt DbfynZ4bXvm0KUNtyvynyDp3zjcXX,11,21-345-763-5234,3151.21,BUILDING,tes wake carefully according to the unusual accounts. fluffily regular theodolites na,527362,O,237899.91,849312000.0,1-URGENT,Clerk#000000218,0,110691,692,1,35,59559.15,0.02,0.0,N,O,857692800.0,852508800.0,858902400.0,NONE,AIR,1191.183,58367.967,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12326,Customer#000012326,jZpvnusQtTQV6ZyLT1b S8rscLUMqXCxNBs,11,21-121-850-5287,3528.95,AUTOMOBILE,"s use around the fluffily even deposits. express, regular deposits",240741,O,221693.18,873331200.0,1-URGENT,Clerk#000000902,0,193308,866,7,4,5605.2,0.09,0.0,N,O,874800000.0,879379200.0,875232000.0,COLLECT COD,MAIL,504.468,5100.732,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8903,Customer#000008903,togyQdi5XRm1,11,21-190-446-7616,4547.94,FURNITURE,refully furiously bold accounts. fluffily bold requests across the quickly,594017,F,147796.49,787017600.0,1-URGENT,Clerk#000000419,0,160834,835,2,10,18948.3,0.09,0.08,A,F,790214400.0,792288000.0,791251200.0,DELIVER IN PERSON,TRUCK,1705.347,17242.953,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7774,Customer#000007774,nZrpqAUh1eIUz3NQW595g,11,21-215-507-4242,5142.9,AUTOMOBILE,s wake furiously blithely ironic packages,105347,F,104432.03,762825600.0,5-LOW,Clerk#000000907,0,5071,72,3,28,27329.96,0.04,0.03,R,F,770169600.0,767059200.0,772588800.0,DELIVER IN PERSON,FOB,1093.1984,26236.7616,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7943,Customer#000007943,WlEg9m5ToNvT2LyUoZ4S8bTrWxo,11,21-882-922-2540,323.22,MACHINERY,"counts. requests around the even, sly packag",274593,P,211056.33,797040000.0,4-NOT SPECIFIED,Clerk#000000839,0,5071,72,3,28,27329.96,0.05,0.05,N,O,804902400.0,803520000.0,805507200.0,NONE,RAIL,1366.498,25963.462,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9515,Customer#000009515,RcGYlnvRrSt,11,21-503-517-4951,466.3,AUTOMOBILE,rate fluffily. special theodolites slee,156295,P,193431.54,793065600.0,2-HIGH,Clerk#000000219,0,107561,72,3,5,7842.8,0.03,0.06,N,F,803088000.0,798768000.0,805680000.0,TAKE BACK RETURN,MAIL,235.284,7607.516,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9628,Customer#000009628,"ybbT7Aq,,LNbsBPNsnOqa",11,21-133-992-4412,9599.69,HOUSEHOLD,equests haggle furiously furiously close deposits. slyly regular pearls integrate fluffily ironic pinto bean,502721,O,294925.27,831168000.0,3-MEDIUM,Clerk#000000792,0,30515,516,3,28,40474.28,0.06,0.04,N,O,836438400.0,835488000.0,838857600.0,DELIVER IN PERSON,FOB,2428.4568,38045.8232,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7774,Customer#000007774,nZrpqAUh1eIUz3NQW595g,11,21-215-507-4242,5142.9,AUTOMOBILE,s wake furiously blithely ironic packages,105347,F,104432.03,762825600.0,5-LOW,Clerk#000000907,0,195836,875,2,22,42500.26,0.02,0.03,R,F,769564800.0,765763200.0,771552000.0,TAKE BACK RETURN,TRUCK,850.0052000000001,41650.2548,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14641,Customer#000014641,zYGH4nQGcOMg9b82,11,21-398-189-5057,5354.2,MACHINERY,final foxes. deposits are furiously quickly reg,597955,O,287570.05,859766400.0,5-LOW,Clerk#000000178,0,128366,879,7,20,27887.2,0.03,0.07,N,O,869097600.0,862531200.0,870220800.0,NONE,FOB,836.616,27050.584,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3098,Customer#000003098,RT 5RAobqNnYwzTLjh RBbnYJd5A,11,21-329-933-1281,9989.48,MACHINERY,"eodolites wake quickly across the blithely final excuses. ironic, final requests",272386,F,257879.03,758160000.0,5-LOW,Clerk#000000363,0,58169,675,5,11,12398.76,0.06,0.06,R,F,767577600.0,764121600.0,769996800.0,NONE,MAIL,743.9256,11654.8344,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2072,Customer#000002072,qfZhWSCYKH2QIvCEFZWUzD,11,21-310-644-3504,2988.95,FURNITURE,"es sleep furiously carefully pending notornis-- ironic, regular requests mold blithely over the blithely pendi",387204,O,284723.7,879552000.0,5-LOW,Clerk#000000565,0,97747,257,6,27,47107.98,0.06,0.06,N,O,889228800.0,886204800.0,891648000.0,DELIVER IN PERSON,SHIP,2826.4788,44281.5012,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2062,Customer#000002062,N5AF1iadNkk 5,11,21-904-746-8576,9806.43,MACHINERY," boost ironic, regular sheaves. bli",272229,O,294881.22,821664000.0,1-URGENT,Clerk#000000265,0,42857,370,3,35,62994.75,0.09,0.08,N,O,827280000.0,829008000.0,828835200.0,TAKE BACK RETURN,MAIL,5669.5275,57325.2225,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2072,Customer#000002072,qfZhWSCYKH2QIvCEFZWUzD,11,21-310-644-3504,2988.95,FURNITURE,"es sleep furiously carefully pending notornis-- ironic, regular requests mold blithely over the blithely pendi",387204,O,284723.7,879552000.0,5-LOW,Clerk#000000565,0,92649,177,4,25,41041.0,0.0,0.03,N,O,883612800.0,883267200.0,885168000.0,NONE,AIR,0.0,41041.0,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
5753,Customer#000005753,nrIpgojFDf6t2YZxgBf,11,21-642-200-9781,8947.11,BUILDING,lithely regular instructions. slyly final requests acros,116608,F,149524.26,762393600.0,2-HIGH,Clerk#000001000,0,112751,285,3,34,59967.5,0.1,0.07,R,F,771120000.0,767923200.0,771984000.0,TAKE BACK RETURN,FOB,5996.75,53970.75,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3020,Customer#000003020,j4PPjYZilivCgHm,11,21-450-178-6973,2689.21,BUILDING,pending pains about the final instructions are evenly among the quickly final instructions. i,107495,O,254346.98,839808000.0,1-URGENT,Clerk#000000069,0,193127,685,4,26,31723.12,0.09,0.0,N,O,845164800.0,843350400.0,847497600.0,TAKE BACK RETURN,RAIL,2855.0808,28868.0392,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12907,Customer#000012907,6tDP4gpJGp9FC EvOFFfsGNeeFs,11,21-558-914-9386,1706.31,AUTOMOBILE,n foxes haggle furiously around the blithely bo,505287,F,243618.09,723686400.0,3-MEDIUM,Clerk#000000869,0,113151,685,1,7,8149.05,0.01,0.04,A,F,726624000.0,728438400.0,727833600.0,NONE,SHIP,81.4905,8067.5595,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8308,Customer#000008308,4ZqZA3nvsGG,11,21-953-629-2933,8506.21,MACHINERY,"riously slyly final requests. unusual, pending accounts sleep; blithely regular decoys haggle furio",119936,O,318959.18,816220800.0,3-MEDIUM,Clerk#000000228,0,90787,788,3,34,60444.52,0.02,0.02,N,O,817603200.0,820454400.0,818812800.0,DELIVER IN PERSON,MAIL,1208.8904,59235.62959999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12412,Customer#000012412,"GseP9KI7ZMSPVrLBSeQOU,BjwJgjBYPn9cl Y8M",11,21-121-841-3339,6183.92,FURNITURE,ajole carefully blithely ironic foxes. quickly ironic theodolites aroun,50946,O,167422.19,897264000.0,1-URGENT,Clerk#000000465,0,120813,814,2,47,86189.07,0.08,0.01,N,O,902275200.0,903225600.0,902793600.0,DELIVER IN PERSON,AIR,6895.1256,79293.94440000001,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3386,Customer#000003386, ZJjUeiKlIYLmPChJe6BWUk4JScPdN,11,21-770-816-8487,9785.67,BUILDING,the quickly even deposits. quickly express deposits wake ca,559717,O,209616.86,862012800.0,2-HIGH,Clerk#000000700,0,147867,382,1,35,67020.1,0.08,0.02,N,O,871689600.0,866678400.0,874022400.0,NONE,AIR,5361.608,61658.492000000006,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12083,Customer#000012083,"lNYxGPZFD geiKPmMpqIiyHAL32siWbot,B6VO",11,21-391-271-9704,7952.57,MACHINERY,depths upon the blithely even requ,84771,F,150908.58,732153600.0,5-LOW,Clerk#000000017,0,27683,186,3,41,66037.88,0.08,0.06,A,F,736646400.0,735264000.0,739238400.0,COLLECT COD,FOB,5283.030400000001,60754.84960000001,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8377,Customer#000008377,xriLZ PSSV8ca BphOKxbZq1gioWh,11,21-662-178-2976,314.24,BUILDING,ding packages sleep slyly. slyly regular ,131397,F,126639.02,724118400.0,5-LOW,Clerk#000000863,0,105316,337,2,25,33032.75,0.01,0.0,A,F,731548800.0,728956800.0,731808000.0,COLLECT COD,TRUCK,330.3275,32702.4225,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2831,Customer#000002831,"mTRfGyG3lhZdrULOQLqTyk,fXKxBYay",11,21-865-659-6602,9284.1,FURNITURE,accounts use fluffily regular courts,38208,O,173955.71,827625600.0,5-LOW,Clerk#000000315,0,115605,628,1,1,1620.6,0.03,0.01,N,O,830304000.0,831340800.0,832464000.0,COLLECT COD,AIR,48.618,1571.982,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10351,Customer#000010351,mzCWfO3MfMx,11,21-947-329-2262,2854.26,BUILDING,furiously unusual dolphins. quickly regular multipliers boost,72997,O,185514.16,835660800.0,1-URGENT,Clerk#000000656,0,80119,120,3,10,10991.1,0.1,0.08,N,O,845251200.0,842227200.0,847497600.0,TAKE BACK RETURN,REG AIR,1099.11,9891.99,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14198,Customer#000014198,SCEW2fvwKZhmDX,11,21-970-116-3948,3594.81,AUTOMOBILE,"haggle blithely. blithely even accounts haggle. unusual, final theodol",373252,O,153143.7,813024000.0,2-HIGH,Clerk#000000477,0,165730,763,1,28,50280.44,0.08,0.08,N,O,814752000.0,819504000.0,817257600.0,NONE,AIR,4022.4352,46258.0048,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14350,Customer#000014350,klQJbF8HSSDUiC15PmkRcU5Or3PGg6o,11,21-754-409-1964,1889.52,BUILDING,haggle quickly. carefully eve,20743,O,160684.95,819072000.0,2-HIGH,Clerk#000000696,0,85360,377,4,6,8072.16,0.01,0.05,N,O,819244800.0,823478400.0,821059200.0,TAKE BACK RETURN,TRUCK,80.7216,7991.4384,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13006,Customer#000013006,"m0gdJCE7BpGJXyE9L3VoiWlKR,w2Ca fw5",11,21-858-292-4074,6016.85,HOUSEHOLD, accounts. furiously regular plat,524837,O,245168.1,826156800.0,1-URGENT,Clerk#000000008,0,105590,611,6,31,49463.29,0.0,0.0,N,O,834969600.0,833587200.0,836179200.0,DELIVER IN PERSON,RAIL,0.0,49463.29,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11638,Customer#000011638,"3MuencSwMrHyUHCZu3W,lDSfI2UXpydX",11,21-796-198-6264,4511.88,MACHINERY, are furiously across the slyly idle courts. ironic accounts integrate. evenly final excuses cajole about the re,445286,F,180912.6,731548800.0,4-NOT SPECIFIED,Clerk#000000955,0,5442,443,5,34,45812.96,0.02,0.02,A,F,739411200.0,738288000.0,740966400.0,COLLECT COD,FOB,916.2592,44896.7008,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
6502,Customer#000006502,mbRY4j5rudW,11,21-562-896-1594,8710.5,BUILDING,eep among the fluffily ironic req,63523,F,250853.31,775094400.0,1-URGENT,Clerk#000000353,0,92820,348,2,48,87015.36,0.04,0.01,R,F,784684800.0,779414400.0,785376000.0,DELIVER IN PERSON,RAIL,3480.6144,83534.7456,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
6157,Customer#000006157,3hTpojm17PUW3OvoLxeqQtz2,11,21-578-529-7649,6444.1,HOUSEHOLD,"are slyly sometimes final deposits. special, final dependencies cajole quickly. slyly e",526881,O,284460.62,826243200.0,3-MEDIUM,Clerk#000000065,0,160169,170,4,38,46708.08,0.06,0.04,N,O,829180800.0,830131200.0,830304000.0,DELIVER IN PERSON,AIR,2802.4848,43905.5952,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
5965,Customer#000005965,XWWI2RbSmIn,11,21-626-525-8419,9149.98,FURNITURE,sly regular decoys impress at the even pinto beans. ,338916,F,193031.36,793929600.0,2-HIGH,Clerk#000000170,0,93032,560,4,34,34851.02,0.04,0.03,R,F,797558400.0,800496000.0,798854400.0,TAKE BACK RETURN,SHIP,1394.0408,33456.979199999994,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9142,Customer#000009142,T0VopCvTFrf,11,21-601-664-9135,409.26,AUTOMOBILE,"bove the accounts! bold, even packages nag slyly along the ",223012,O,197876.11,814406400.0,5-LOW,Clerk#000000505,0,178389,907,5,19,27880.22,0.04,0.02,N,O,823996800.0,819158400.0,826070400.0,COLLECT COD,RAIL,1115.2088,26765.0112,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13186,Customer#000013186,"2EzM,t8F6K1lhyYgMzPNJ5qt861iJyjfqYCYh QK",11,21-397-540-6530,-208.93,BUILDING, slyly ironic requests; slyly regular foxes boost. r,288992,O,213065.81,806198400.0,5-LOW,Clerk#000000438,0,160082,83,3,16,18273.28,0.08,0.0,N,O,812332800.0,812505600.0,814406400.0,DELIVER IN PERSON,AIR,1461.8624,16811.4176,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8167,Customer#000008167,NH3k o2ynfz5qGHH2BfW,11,21-953-478-3655,8764.05,BUILDING,y blithely bold warhorses. carefully express requests about the furiously unusual ideas sleep quickly fluffily s,270019,O,153603.02,900028800.0,3-MEDIUM,Clerk#000000981,0,152534,80,6,20,31730.6,0.06,0.03,N,O,902793600.0,904003200.0,903052800.0,COLLECT COD,MAIL,1903.836,29826.764,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3020,Customer#000003020,j4PPjYZilivCgHm,11,21-450-178-6973,2689.21,BUILDING,pending pains about the final instructions are evenly among the quickly final instructions. i,107495,O,254346.98,839808000.0,1-URGENT,Clerk#000000069,0,72508,30,5,39,57739.5,0.05,0.05,N,O,844128000.0,842659200.0,846115200.0,TAKE BACK RETURN,RAIL,2886.9750000000004,54852.525,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
4051,Customer#000004051,rySBVplL2QM11zBmOOyQFYI,11,21-429-910-2506,-510.2,FURNITURE,- quickly final requests are furiously regular foxes-- furiously express accounts use. car,338689,F,228506.47,759369600.0,4-NOT SPECIFIED,Clerk#000000412,0,125415,440,4,27,38891.07,0.07,0.08,R,F,761356800.0,763776000.0,763689600.0,NONE,TRUCK,2722.3749000000003,36168.6951,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10633,Customer#000010633,"KQa2oFSzHx8QE,XqZW1L6Y0Ic86Dl11rskm7eUOi",11,21-609-972-2465,9537.41,AUTOMOBILE,gside of the furiously final ,507042,O,317230.53,898300800.0,1-URGENT,Clerk#000000357,0,50838,839,1,48,85863.84,0.08,0.06,N,O,903571200.0,905990400.0,905904000.0,NONE,RAIL,6869.1072,78994.7328,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12412,Customer#000012412,"GseP9KI7ZMSPVrLBSeQOU,BjwJgjBYPn9cl Y8M",11,21-121-841-3339,6183.92,FURNITURE,ajole carefully blithely ironic foxes. quickly ironic theodolites aroun,398404,O,225799.93,813110400.0,2-HIGH,Clerk#000000752,0,193281,839,4,41,56345.48,0.06,0.07,N,O,822528000.0,820800000.0,822700800.0,TAKE BACK RETURN,AIR,3380.7288,52964.7512,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2851,Customer#000002851,"E7PZoEc,DnUcdHcbwLZHpZdOkkWSqm",11,21-546-905-8455,54.27,FURNITURE,packages. blithely express asympt,181383,O,147964.52,803001600.0,4-NOT SPECIFIED,Clerk#000000267,0,107789,300,2,8,14374.24,0.03,0.07,N,O,809049600.0,808790400.0,810172800.0,NONE,SHIP,431.2272,13943.0128,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7834,Customer#000007834,IE6KqGoJW7chfilobCCDFrrxVnCWFwL8sdFg5W,11,21-734-793-5086,1157.44,BUILDING,slyly boldly regular requests. sometimes final instructions hang slyly special excuses. daring Tiresias slee,192320,O,183167.74,858902400.0,4-NOT SPECIFIED,Clerk#000000588,0,10194,195,1,17,18771.23,0.06,0.04,N,O,869097600.0,864432000.0,870393600.0,COLLECT COD,FOB,1126.2738,17644.956199999997,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7133,Customer#000007133,"cDfUv9y,RMvcuBwbtt3nIvmHdeWt",11,21-290-604-4388,4840.72,HOUSEHOLD,ly bold packages against the furiously bold foxes integrate closely across the blithely daring Tiresias. furio,170338,F,223230.19,735609600.0,1-URGENT,Clerk#000000080,0,67693,200,1,18,29892.42,0.09,0.05,A,F,738374400.0,740188800.0,738979200.0,NONE,SHIP,2690.3178,27202.1022,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3431,Customer#000003431,V1BXysCWBmalLM9z20bEw6sS7maIPKWN,11,21-269-809-2651,2926.14,HOUSEHOLD,jole. even packages cajole blithely furiously b,476935,P,152919.62,798076800.0,4-NOT SPECIFIED,Clerk#000000069,0,77690,198,2,31,51698.39,0.02,0.07,N,O,807062400.0,802742400.0,809654400.0,TAKE BACK RETURN,TRUCK,1033.9678,50664.4222,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13390,Customer#000013390,Dktzi9ShEt1mBh3KwrH2 lIHxNyTQzqWNjrh,11,21-170-661-7581,5902.97,MACHINERY,ep pinto beans. carefully ironic pinto beans boost ,163171,F,76570.78,722044800.0,3-MEDIUM,Clerk#000000219,0,168139,656,4,30,36213.9,0.03,0.07,A,F,730252800.0,727401600.0,731635200.0,COLLECT COD,SHIP,1086.417,35127.483,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10753,Customer#000010753,p9QPR7JNLG,11,21-706-755-2232,8292.57,HOUSEHOLD,equests. doggedly pending accounts abou,247520,O,197110.37,875232000.0,4-NOT SPECIFIED,Clerk#000000043,0,83457,982,6,6,8642.7,0.01,0.01,N,O,883785600.0,879379200.0,884390400.0,COLLECT COD,TRUCK,86.427,8556.273000000001,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
5965,Customer#000005965,XWWI2RbSmIn,11,21-626-525-8419,9149.98,FURNITURE,sly regular decoys impress at the even pinto beans. ,253344,F,168587.09,760406400.0,2-HIGH,Clerk#000000897,0,190755,756,2,34,62755.5,0.08,0.06,A,F,768182400.0,765244800.0,768700800.0,DELIVER IN PERSON,REG AIR,5020.4400000000005,57735.060000000005,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12416,Customer#000012416,"8Kspw3tq9WAM,1AWLMiKoLzaHX5PO8mu1Qu",11,21-566-257-5278,8505.9,HOUSEHOLD,xpress instructions. slyly unusual theodolites wake blithely about the ironic packages. ironic package,105057,O,247846.56,847584000.0,3-MEDIUM,Clerk#000000679,0,95966,985,3,19,37277.24,0.02,0.07,N,O,848620800.0,850867200.0,850953600.0,DELIVER IN PERSON,RAIL,745.5448,36531.6952,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9923,Customer#000009923,C8LNlczzZ2PzEEUGvWwDJxSCvCPRBuhEL6Jm7ygM,11,21-949-953-2137,1460.16,HOUSEHOLD,l packages. express accounts sleep carefully,596544,O,217886.26,822009600.0,5-LOW,Clerk#000000013,0,112548,82,4,17,26529.18,0.04,0.0,N,O,824860800.0,829699200.0,826848000.0,NONE,RAIL,1061.1672,25468.0128,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
4058,Customer#000004058,wXhIEM9B3Nh6eoegMbuVrlN,11,21-464-707-5638,324.15,FURNITURE,c instructions integrate according,571013,F,319009.22,764553600.0,3-MEDIUM,Clerk#000000894,0,80504,505,7,4,5938.0,0.02,0.08,R,F,767664000.0,770342400.0,769132800.0,DELIVER IN PERSON,TRUCK,118.76,5819.24,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9520,Customer#000009520,QLeVHQ3RVKkN,11,21-774-894-6640,151.49,HOUSEHOLD,hin requests. quickly even instru,580225,O,150232.01,826243200.0,2-HIGH,Clerk#000000368,0,85327,344,3,30,39369.6,0.06,0.05,N,O,828057600.0,829872000.0,828144000.0,TAKE BACK RETURN,RAIL,2362.176,37007.424,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7834,Customer#000007834,IE6KqGoJW7chfilobCCDFrrxVnCWFwL8sdFg5W,11,21-734-793-5086,1157.44,BUILDING,slyly boldly regular requests. sometimes final instructions hang slyly special excuses. daring Tiresias slee,424198,O,55830.55,878774400.0,3-MEDIUM,Clerk#000000328,0,45050,59,1,33,32836.65,0.0,0.02,N,O,882576000.0,883872000.0,885081600.0,NONE,RAIL,0.0,32836.65,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9731,Customer#000009731,ex5hsWmj0bfOBrXxtmFQVKwL4PJ2DvZjgA,11,21-624-901-9624,4446.62,BUILDING, closely express packages sleep above the ca,404037,F,315508.51,719020800.0,5-LOW,Clerk#000000261,0,187984,503,1,45,93239.1,0.03,0.06,A,F,727142400.0,723513600.0,729043200.0,NONE,TRUCK,2797.173,90441.927,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13834,Customer#000013834,"Fz48df2J 2PK8QT,M3ca0EUP Y3Wc0j59F",11,21-113-810-5513,9928.47,FURNITURE,"into beans eat blithely above the ironic, regular packages. slyly final i",198980,O,50787.59,820454400.0,1-URGENT,Clerk#000000655,0,54992,3,2,26,50621.74,0.08,0.03,N,O,820713600.0,823132800.0,823046400.0,COLLECT COD,AIR,4049.7392,46572.0008,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3223,Customer#000003223,ZO9sZioHkjk3riv5R1ZuinvmO2uq6n181hlEz,11,21-807-991-9898,4113.37,FURNITURE,nto beans eat silently along the fluffily regular platelets. accounts lose slyly quickly silent accou,34663,O,170790.04,805075200.0,4-NOT SPECIFIED,Clerk#000000491,0,55224,235,6,18,21225.96,0.08,0.0,N,O,811468800.0,807840000.0,813542400.0,COLLECT COD,RAIL,1698.0768,19527.8832,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9628,Customer#000009628,"ybbT7Aq,,LNbsBPNsnOqa",11,21-133-992-4412,9599.69,HOUSEHOLD,equests haggle furiously furiously close deposits. slyly regular pearls integrate fluffily ironic pinto bean,146499,F,194110.36,773625600.0,1-URGENT,Clerk#000000535,0,93340,868,2,31,41333.54,0.02,0.02,R,F,778809600.0,777513600.0,780364800.0,NONE,REG AIR,826.6708,40506.8692,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11480,Customer#000011480,"rHcQE,T oh",11,21-413-187-3451,4333.81,FURNITURE," close, silent packages should wake carefully after the blithely unusual account",235108,F,252466.17,779587200.0,5-LOW,Clerk#000000799,0,52922,438,3,43,80621.56,0.05,0.03,A,F,782956800.0,784771200.0,784771200.0,COLLECT COD,TRUCK,4031.078,76590.48199999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7795,Customer#000007795,"SK4varzLnBTiAfEs1,aWbmiH1AvT5leiE",11,21-467-103-5769,7140.51,FURNITURE," unusual, unusual foxes. epitaphs around the final theodolites was blithely slyly special",104514,O,24721.93,826070400.0,1-URGENT,Clerk#000000368,0,110387,388,1,6,8384.28,0.04,0.08,N,O,835747200.0,833760000.0,837043200.0,TAKE BACK RETURN,MAIL,335.37120000000004,8048.9088,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11812,Customer#000011812,cpFzyCuUh3dnjdhDOJnXD2Q4Xle4,11,21-357-430-8024,6438.36,AUTOMOBILE,r accounts cajole furiously alongside of the regular ideas. carefully unusual warthogs aroun,533351,F,177148.59,769996800.0,3-MEDIUM,Clerk#000000734,0,108042,553,2,35,36751.4,0.09,0.04,R,F,770947200.0,775612800.0,771465600.0,TAKE BACK RETURN,SHIP,3307.626,33443.774000000005,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3386,Customer#000003386, ZJjUeiKlIYLmPChJe6BWUk4JScPdN,11,21-770-816-8487,9785.67,BUILDING,the quickly even deposits. quickly express deposits wake ca,559717,O,209616.86,862012800.0,2-HIGH,Clerk#000000700,0,195208,247,2,7,9122.4,0.05,0.05,N,O,863049600.0,864777600.0,864345600.0,NONE,RAIL,456.12,8666.279999999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
